339 -8.30291 -7.91291 7.91291 8.30291
340 -8.33123 -7.94123 7.94123 8.33123
341 -8.35914 -7.96914 7.96914 8.35914
342 -8.38662 -7.99662 7.99662 8.38662
343 -8.41368 -8.02368 8.02368 8.41368
344 -8.44032 -8.05032 8.05032 8.44032
345 -8.46653 -8.07653 8.07653 8.46653
346 -8.4923 -8.1023 8.1023 8.4923
347 -8.51765 -8.12765 8.12765 8.51765
348 -8.54256 -8.15256 8.15256 8.54256
349 -8.56703 -8.17703 8.17703 8.56703
350 -8.59106 -8.20106 8.20106 8.59106
351 -8.61465 -8.22465 8.22465 8.61465
352 -8.6378 -8.2478 8.2478 8.6378
353 -8.6605 -8.2705 8.2705 8.6605
354 -8.68276 -8.29276 8.29276 8.68276
355 -8.70456 -8.31456 8.31456 8.70456
356 -8.72591 -8.33591 8.33591 8.72591
357 -8.74681 -8.35681 8.35681 8.74681
358 -8.76726 -8.37726 8.37726 8.76726
359 -8.78724 -8.39724 8.39724 8.78724
360 -8.80677 -8.41677 8.41677 8.80677
361 -8.82584 -8.43584 8.43584 8.82584
362 -8.84445 -8.45445 8.45445 8.84445
363 -8.86259 -8.47259 8.47259 8.86259
364 -8.88027 -8.49027 8.49027 8.88027
365 -8.89747 -8.50747 8.50747 8.89747
366 -8.91422 -8.52422 8.52422 8.91422
367 -8.93049 -8.54049 8.54049 8.93049
368 -8.94629 -8.55629 8.55629 8.94629
369 -8.96162 -8.57162 8.57162 8.96162
370 -8.97647 -8.58647 8.58647 8.97647
371 -8.99085 -8.60085 8.60085 8.99085
372 -9.00476 -8.61476 8.61476 9.00476
373 -9.01818 -8.62818 8.62818 9.01818
374 -9.03113 -8.64113 8.64113 9.03113
375 -9.0436 -8.6536 8.6536 9.0436
376 -9.05559 -8.66559 8.66559 9.05559
377 -9.06709 -8.67709 8.67709 9.06709
378 -9.07812 -8.68812 8.68812 9.07812
379 -9.08865 -8.69865 8.69865 9.08865
380 -9.09871 -8.70871 8.70871 9.09871
381 -9.10828 -8.71828 8.71828 9.10828
382 -9.11737 -8.72737 8.72737 9.11737
383 -9.12596 -8.73596 8.73596 9.12596
384 -9.13407 -8.74407 8.74407 9.13407
385 -9.14169 -8.75169 8.75169 9.14169
386 -9.14883 -8.75883 8.75883 9.14883
387 -9.15547 -8.76547 8.76547 9.15547
388 -9.16163 -8.77163 8.77163 9.16163
389 -9.16729 -8.77729 8.77729 9.16729
390 -9.17246 -8.78246 8.78246 9.17246
391 -9.17714 -8.78714 8.78714 9.17714
392 -9.18133 -8.79133 8.79133 9.18133
393 -9.18503 -8.79503 8.79503 9.18503
394 -9.18823 -8.79823 8.79823 9.18823
395 -9.19095 -8.80095 8.80095 9.19095
396 -9.19317 -8.80317 8.80317 9.19317
397 -9.19489 -8.80489 8.80489 9.19489
398 -9.19613 -8.80613 8.80613 9.19613
399 -9.19687 -8.80687 8.80687 9.19687
400 -9.19711 -8.80711 8.80711 9.19711
401 -9.19613 -8.80613 8.80613 9.19613
402 -9.19317 -8.80317 8.80317 9.19317
403 -9.18823 -8.79823 8.79823 9.18823
404 -9.18133 -8.79133 8.79133 9.18133
405 -9.17246 -8.78246 8.78246 9.17246
406 -9.16163 -8.77163 8.77163 9.16163
407 -9.14883 -8.75883 8.75883 9.14883
408 -9.13407 -8.74407 8.74407 9.13407
409 -9.11737 -8.72737 8.72737 9.11737
410 -9.09871 -8.70871 8.70871 9.09871
411 -9.07812 -8.68812 8.68812 9.07812
412 -9.05559 -8.66559 8.66559 9.05559
413 -9.03113 -8.64113 8.64113 9.03113
414 -9.00476 -8.61476 8.61476 9.00476
415 -8.97647 -8.58647 8.58647 8.97647
416 -8.94629 -8.55629 8.55629 8.94629
417 -8.91422 -8.52422 8.52422 8.91422
418 -8.88027 -8.49027 8.49027 8.88027
419 -8.84445 -8.45445 8.45445 8.84445
420 -8.80677 -8.41677 8.41677 8.80677
421 -8.76726 -8.37726 8.37726 8.76726
422 -8.72591 -8.33591 8.33591 8.72591
423 -8.68276 -8.29276 8.29276 8.68276
424 -8.6378 -8.2478 8.2478 8.6378
425 -8.59106 -8.20106 8.20106 8.59106
426 -8.54256 -8.15256 8.15256 8.54256
427 -8.4923 -8.1023 8.1023 8.4923
428 -8.44032 -8.05032 8.05032 8.44032
429 -8.38662 -7.99662 7.99662 8.38662
430 -8.33123 -7.94123 7.94123 8.33123
431 -8.27417 -7.88417 7.88417 8.27417
432 -8.21546 -7.82546 7.82546 8.21546
433 -8.15512 -7.76512 7.76512 8.15512
434 -8.09317 -7.70317 7.70317 8.09317
435 -8.02965 -7.63965 7.63965 8.02965
436 -7.96456 -7.57456 7.57456 7.96456
437 -7.89794 -7.50794 7.50794 7.89794
438 -7.82982 -7.43982 7.43982 7.82982
439 -7.76022 -7.37022 7.37022 7.76022
440 -7.68917 -7.29917 7.29917 7.68917
441 -7.6167 -7.2267 7.2267 7.6167
442 -7.54285 -7.15285 7.15285 7.54285
443 -7.46763 -7.07763 7.07763 7.46763
444 -7.39109 -7.00109 7.00109 7.39109
445 -7.31326 -6.92326 6.92326 7.31326
446 -7.23418 -6.84418 6.84418 7.23418
447 -7.15387 -6.76387 6.76387 7.15387
